Nome,Descrição,Imagem,id_
Grandmaster,,http://i.annihil.us/u/prod/marvel/i/mg/5/10/4c0030dc410d6.jpg,K92641K92641
Graviton,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,A35082A35082
Gravity,,http://i.annihil.us/u/prod/marvel/i/mg/5/70/526033d50fa1b.jpg,G64652G64652
Great Lakes Avengers,,http://i.annihil.us/u/prod/marvel/i/mg/f/70/4c0032387d022.jpg,F40770F40770
Green Goblin (Barry Norman Osborn),,http://i.annihil.us/u/prod/marvel/i/mg/e/f0/4cd05ee55faa2.jpg,Q71981Q71981
Green Goblin (Harry Osborn),,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,X25469X25469
Green Goblin (Norman Osborn),,http://i.annihil.us/u/prod/marvel/i/mg/c/10/4ce18ad314ea8.jpg,V61634V61634
Green Goblin (Ultimate),,http://i.annihil.us/u/prod/marvel/i/mg/2/c0/4c003439f081b.jpg,C15151C15151
Gressill,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,S61637S61637
Grey Gargoyle,,http://i.annihil.us/u/prod/marvel/i/mg/9/03/528d319931e60.jpg,J12732J12732
Greymalkin,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,U55790U55790
Grim Reaper,,http://i.annihil.us/u/prod/marvel/i/mg/6/b0/4c003ee8885e4.jpg,J39409J39409
Groot,,http://i.annihil.us/u/prod/marvel/i/mg/3/10/526033c8b474a.jpg,S49166S49166
Guardian,,http://i.annihil.us/u/prod/marvel/i/mg/6/50/4dd531d26079c.jpg,P55104P55104
Guardians of the Galaxy,"A group of cosmic adventurers brought together by Star-Lord, the  Guardians of the Galaxy protect the universe from threats all  across space. The team also includes Drax, Gamora, Groot and Rocket  Raccoon!",http://i.annihil.us/u/prod/marvel/i/mg/2/70/50febd8be6b5d.jpg,D83741D83741
Guardsmen,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,U38848U38848
Gunslinger,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,A73586A73586
GW Bridge,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,M90776M90776
Gwen Stacy,"Peter Parker's first true love, Gwen Stacy was killed during a rescue attempt by Spider-Man, the guilt from which Peter has never overcome.",http://i.annihil.us/u/prod/marvel/i/mg/8/40/4c003ad20ab78.jpg,F37291F37291
Gwen Stacy (Ultimate),,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,S66740S66740
H.A.M.M.E.R.,,http://i.annihil.us/u/prod/marvel/i/mg/6/c0/4ce5a7675d903.jpg,C87583C87583
H.E.R.B.I.E.,,http://i.annihil.us/u/prod/marvel/i/mg/c/e0/4ce59fe9811cb.jpg,C77970C77970
Hairball,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,O23796O23796
Half-Life (Tony Masterson),,http://i.annihil.us/u/prod/marvel/i/mg/a/20/4ce59ff485b35.jpg,J78139J78139
Hammerhead,,http://i.annihil.us/u/prod/marvel/i/mg/5/c0/4c003ee47c207.jpg,X24432X24432
Hammerhead (Ultimate),,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,L51006L51006
Hank Pym, ,http://i.annihil.us/u/prod/marvel/i/mg/2/b0/5205305343bfd.jpg,T77456T77456
Hannibal King,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,P96649P96649
Happy Hogan,,http://i.annihil.us/u/prod/marvel/i/mg/8/50/4ce5a00362b2c.jpg,A36109A36109
Hardball,,http://i.annihil.us/u/prod/marvel/i/mg/3/60/535ff2b245409.jpg,L49041L49041
Harley Davidson Cooper,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,R33707R33707
Harpoon,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,M76032M76032
Harrier,,http://i.annihil.us/u/prod/marvel/i/mg/b/30/4c0030e7aba3e.jpg,T84438T84438
Harry Heck,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,P70350P70350
Harry Osborn,,http://i.annihil.us/u/prod/marvel/i/mg/8/e0/4ce5a0b3181d8.jpg,A29917A29917
Harry Osborn (Ultimate),,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,Y45061Y45061
Hate-Monger (Adolf Hitler),,http://i.annihil.us/u/prod/marvel/i/mg/5/50/4c0035ea3151e.jpg,V85425V85425
Havok,,http://i.annihil.us/u/prod/marvel/i/mg/9/e0/5261659ebeaf8.jpg,E72120E72120
Hawkeye,,http://i.annihil.us/u/prod/marvel/i/mg/e/90/50fecaf4f101b.jpg,W49580W49580
Hawkeye (Kate Bishop),,http://i.annihil.us/u/prod/marvel/i/mg/c/10/537bad9caa831.jpg,K21715K21715
Hawkeye (Marvel Heroes),,http://i.annihil.us/u/prod/marvel/i/mg/2/70/5239be7020a11.jpg,W17745W17745
Hawkeye (Ultimate),,http://i.annihil.us/u/prod/marvel/i/mg/6/03/53176be145914.jpg,S51036S51036
Hawkeye/Clint Barton (MAA),"Hawkeye is an expert archer with an attitude just as on-target as his aim. His stealth combat experience and his ability to hit any target with any projectile make him a valuable member of the Avengers. However, he refuses to let things get too serious, as he has as many jokes as he does arrows!",http://i.annihil.us/u/prod/marvel/i/mg/4/03/5232198a81c17.jpg,N40917N40917
Hecate (Ravonna Renslayer),,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,P80565P80565
Hedge Knight,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,B41976B41976
Hela,"Hela was born ages ago to the being who would one day be called Odin and a goddess whose name and image have been lost in antiquity. On the day of her maturity, Odin appointed her goddess and ruler of the northernmost realms of the dead. Her special dominion was over the souls of all who did not die in battle, while Odin himself built the palace Valhalla to house the souls of all of those who died as heroes. In recent years, when Odin&rsquo;s attention had strayed from the maintenance of Valhalla, Hela tried to annex that realm to her own, hoping to consolidate her power over all Asgard&rsquo;s dead. Eventually Odin grew aware of her ambitions and opposed them. In the course of battle, Odin&rsquo;s band of Valkyries, the custodians of Valhalla, lost their physical forms, no longer able to travel from Valhalla except in their wraith-like astral forms. Hela gave up her contest for Valhalla when Odin vowed to keep better watch over it in future, and she returned to her realms.",http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,P32335P32335
Hellcat (Patsy Walker),,http://i.annihil.us/u/prod/marvel/i/mg/c/30/4d751d6b1bc7d.jpg,U50079U50079
Hellfire Club,,http://i.annihil.us/u/prod/marvel/i/mg/c/20/4c003eddcc659.jpg,C34403C34403
Hellfire Club (Ultimate),,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,N35840N35840
Hellion,,http://i.annihil.us/u/prod/marvel/i/mg/6/c0/4c0038ee5a898.jpg,Y57602Y57602
Hellions (Squad),,http://i.annihil.us/u/prod/marvel/i/mg/5/10/4c00323303deb.jpg,J46194J46194
Hemingway,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,V14395V14395
Henry Peter Gyrich,,http://i.annihil.us/u/prod/marvel/i/mg/f/c0/535fed9b1ae7f.jpg,B58006B58006
Hepzibah,,http://i.annihil.us/u/prod/marvel/i/mg/b/d0/4c003eda76ac7.jpg,F66847F66847
Hercules,,http://i.annihil.us/u/prod/marvel/i/mg/b/d0/52052ebddfa53.jpg,T97886T97886
Heroes For Hire,,http://i.annihil.us/u/prod/marvel/i/mg/5/f0/4c00376a77ce0.jpg,M61864M61864
Hex,,http://i.annihil.us/u/prod/marvel/i/mg/e/f0/4c002eeb6ed5e.jpg,D81910D81910
High Evolutionary,,http://i.annihil.us/u/prod/marvel/i/mg/3/f0/5269583a77bd3.jpg,G44777G44777
Hindsight Lad,,http://i.annihil.us/u/prod/marvel/i/mg/2/30/4c0035d60033c.jpg,P17069P17069
Hiroim,,http://i.annihil.us/u/prod/marvel/i/mg/9/60/528d341abd6d9.jpg,C54659C54659
Hit-Monkey,,http://i.annihil.us/u/prod/marvel/i/mg/6/30/4ce69c2246c21.jpg,K21362K21362
Hitman,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,X40930X40930
Hitomi Sakuma,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,T45881T45881
Hobgoblin (Jason Macendale),,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,O31165O31165
Hobgoblin (Robin Borne),,http://i.annihil.us/u/prod/marvel/i/mg/d/40/4c00343625597.jpg,G21135G21135
Hobgoblin (Roderick Kingsley),,http://i.annihil.us/u/prod/marvel/i/mg/c/80/4c003ed3cff99.jpg,S49674S49674
Holocaust (Age of Apocalypse),,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,S31090S31090
Holy,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,P88307P88307
Honey Badger (Gabrielle Kinney),,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,R57256R57256
Hope Summers,,http://i.annihil.us/u/prod/marvel/i/mg/f/90/511155f5015e0.jpg,A11354A11354
Howard Saint,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,L78731L78731
Howard The Duck,,http://i.annihil.us/u/prod/marvel/i/mg/f/60/4ce5a268adef3.jpg,L78926L78926
Hulk,"Caught in a gamma bomb explosion while trying to save the life of a teenager, Dr. Bruce Banner was transformed into the incredibly powerful creature called the Hulk. An all too often misunderstood hero, the angrier the Hulk gets, the stronger the Hulk gets.",http://i.annihil.us/u/prod/marvel/i/mg/5/a0/538615ca33ab0.jpg,E26201E26201
Hulk (HAS),"The Hulk is the biggest, strongest, smashing-est hero in the Marvel Universe - the green glue that holds his crazy family-like team together. Hulk loves saving the world by smashing every alien, sea creature, and planet (literally) that tries to destroy it. He is the star of his best bud A-Bomb's web series, and just wants to show people his good intentions!",http://i.annihil.us/u/prod/marvel/i/mg/d/10/5232027069e61.jpg,C67528C67528
Hulk (LEGO Marvel Super Heroes),,http://i.annihil.us/u/prod/marvel/i/mg/6/f0/5239c399a35df.jpg,H41851H41851
Hulk (Marvel Zombies),,http://i.annihil.us/u/prod/marvel/i/mg/3/00/53176c115da55.jpg,P91696P91696
Hulk (Marvel: Avengers Alliance),,http://i.annihil.us/u/prod/marvel/i/mg/6/b0/5239b5d891fc1.jpg,F13271F13271
Hulk (Ultimate),,http://i.annihil.us/u/prod/marvel/i/mg/c/03/53176c06e3974.jpg,B37630B37630
Hulk-dok,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,K70731K70731
Hulk/Bruce Banner (MAA),"Scientist Bruce Banner was transformed into the Hulk as a result to gamma radiation exposure. Over 8 feet tall and weighing 1,040 pounds, it's Hulk's strength that makes him the strongest hero in the Marvel Universe! Hulk smashes all threats that dare disturb the peace and friendship he has found in the Avengers. ",http://i.annihil.us/u/prod/marvel/i/mg/0/03/523219b086a17.jpg,C72909C72909
Hulkling,,http://i.annihil.us/u/prod/marvel/i/mg/8/20/4c003ed070fa0.jpg,M14664M14664
Human Cannonball,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,S83070S83070
Human Fly (Richard Deacon),,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,E22839E22839
Human Robot,,http://i.annihil.us/u/prod/marvel/i/mg/9/60/4c7c642ee254c.jpg,M61872M61872
Human Torch,,http://i.annihil.us/u/prod/marvel/i/mg/3/70/5261a7f7b0917.jpg,X32061X32061
Human Torch (Jim Hammond),,http://i.annihil.us/u/prod/marvel/i/mg/c/70/53176bed3fe4c.jpg,D59193D59193
Human Torch (Ultimate),,http://i.annihil.us/u/prod/marvel/i/mg/3/60/53176bfb07176.jpg,F85950F85950
Humbug,,http://i.annihil.us/u/prod/marvel/i/mg/7/20/4c7c6433e79f5.jpg,W52021W52021
Husk,,http://i.annihil.us/u/prod/marvel/i/mg/5/e0/4c003eca01988.jpg,O96188O96188
Hussar,,http://i.annihil.us/u/prod/marvel/i/mg/2/e0/4c003ec700983.jpg,Q75735Q75735
Hydra,,http://i.annihil.us/u/prod/marvel/i/mg/8/40/4c003ec4331bd.jpg,L20598L20598
Hydro-Man,,http://i.annihil.us/u/prod/marvel/i/mg/4/f0/4c003ec140c31.jpg,V59243V59243
Hyperion (Earth-712),,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,Q17851Q17851
Hypno-Hustler,,http://i.annihil.us/u/prod/marvel/i/mg/b/f0/4c002ef943bbf.jpg,J19109J19109
Iceman,,http://i.annihil.us/u/prod/marvel/i/mg/1/d0/52696c836898c.jpg,U56483U56483
Iceman (Ultimate),,http://i.annihil.us/u/prod/marvel/i/mg/3/70/53176e6436aa6.jpg,V37280V37280
Iceman (X-Men: Battle of the Atom),,http://i.annihil.us/u/prod/marvel/i/mg/9/70/52d72ac3c45f9.jpg,J66635J66635
Ikaris,,http://i.annihil.us/u/prod/marvel/i/mg/9/50/4c0030d8df78e.jpg,K38728K38728
Illuminati,,http://i.annihil.us/u/prod/marvel/i/mg/5/70/526033bb40a5e.jpg,H11568H11568
Ilyana Rasputin,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,N86264N86264
Immortus,,http://i.annihil.us/u/prod/marvel/i/mg/1/a0/4ce5aa10cfeb5.jpg,A82037A82037
Imp,,http://i.annihil.us/u/prod/marvel/i/mg/9/30/4c002eee45d85.jpg,A59425A59425
Imperfects,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,O25910O25910
Imperial Guard,,http://i.annihil.us/u/prod/marvel/i/mg/6/30/539a0286b06bf.jpg,F24618F24618
Impossible Man,,http://i.annihil.us/u/prod/marvel/i/mg/8/90/4c003eb8e1d23.jpg,K62031K62031
In-Betweener,,http://i.annihil.us/u/prod/marvel/i/mg/9/60/4c0030f999ecb.jpg,Y47484Y47484
Inertia,,http://i.annihil.us/u/prod/marvel/i/mg/b/60/4c0030f6eab3d.jpg,G40406G40406
Infant Terrible,,http://i.annihil.us/u/prod/marvel/i/mg/2/f0/4c002f7854e02.jpg,Q33917Q33917
Inhumans,,http://i.annihil.us/u/prod/marvel/i/mg/5/a0/526033a73dca3.jpg,J24031J24031
Ink,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,R86126R86126
Invaders,,http://i.annihil.us/u/prod/marvel/i/mg/9/60/539b3c2fca079.jpg,I90432I90432
Invisible Woman,,http://i.annihil.us/u/prod/marvel/i/mg/6/a0/52695b9cd40b6.jpg,S49377S49377
Invisible Woman (Marvel: Avengers Alliance),,http://i.annihil.us/u/prod/marvel/i/mg/6/80/5239b5c4cb782.jpg,M17844M17844
Invisible Woman (Ultimate),,http://i.annihil.us/u/prod/marvel/i/mg/5/b0/4c00342d26fc5.jpg,H82137H82137
Iron Cross Army,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,R17364R17364
Iron Fist (Bei Bang-Wen),,http://i.annihil.us/u/prod/marvel/i/mg/9/20/53176ebd40ad7.jpg,E48163E48163
Iron Fist (Danny Rand),,http://i.annihil.us/u/prod/marvel/i/mg/3/f0/52616788ebc63.jpg,Y14695Y14695
Iron Fist (Orson Randall),,http://i.annihil.us/u/prod/marvel/i/mg/6/e0/53176e979cca2.jpg,X32605X32605
Iron Fist (Quan Yaozu),,http://i.annihil.us/u/prod/marvel/i/mg/4/20/53176e89b563e.jpg,A49382A49382
Iron Fist (USM),"Danny is always focused yet relaxed - more Zen-focused than chill surfer dude. But when Danny turns into Iron First, he becomes very rigid with perfect posture. A very Yin/Yang character. 

Danny is THE Danny Rand â€“ the 17-year-old head of the giant Rand Corporation.  His wealth rivals Osbornâ€™s â€“ but youâ€™d never know it from his laid- back attitude. However, as Iron Fist, he takes his powers very seriously. 

While Danny and Luke are best friends, Danny has a special respect for Spider-Man, acting as a non-judgmental moral commentator on all of Spider-Manâ€™s actions. ",http://i.annihil.us/u/prod/marvel/i/mg/6/20/52321751dffa6.jpg,F72198F72198
Iron Fist (Wu Ao-Shi),,http://i.annihil.us/u/prod/marvel/i/mg/7/03/53176f05a6851.jpg,N99493N99493
Iron Lad,,http://i.annihil.us/u/prod/marvel/i/mg/3/50/4c0038c9c6580.jpg,L26608L26608
Iron Man,"Wounded, captured and forced to build a weapon by his enemies, billionaire industrialist Tony Stark instead created an advanced suit of armor to save his life and escape captivity. Now with a new outlook on life, Tony uses his money and intelligence to make the world a safer, better place as Iron Man.",http://i.annihil.us/u/prod/marvel/i/mg/9/c0/527bb7b37ff55.jpg,U67267U67267
Iron Man (Iron Man 3 - The Official Game),,http://i.annihil.us/u/prod/marvel/i/mg/9/03/5239c1408c936.jpg,R83680R83680
Iron Man (LEGO Marvel Super Heroes),,http://i.annihil.us/u/prod/marvel/i/mg/6/90/5239c3cc8a259.jpg,W47915W47915
Iron Man (Marvel Heroes),,http://i.annihil.us/u/prod/marvel/i/mg/9/40/5239be60a67da.jpg,Y85108Y85108
Iron Man (Marvel War of Heroes),,http://i.annihil.us/u/prod/marvel/i/mg/f/f0/5239bfbfeea88.jpg,K15673K15673
Iron Man (Ultimate),,http://i.annihil.us/u/prod/marvel/i/mg/1/90/53176e7785d95.jpg,O70280O70280
Iron Man/Tony Stark (MAA),"Tony Stark is the genius inventor/billionaire/philanthropist owner of Stark Industries. With his super high-tech Iron Man suit, he is practically indestructible, able to fly, and has a large selection of weapons to choose from - but it's Tony's quick thinking and ability to adapt and improvise that make him an effective leader of the Avengers.        ",http://i.annihil.us/u/prod/marvel/i/mg/2/d0/5232190d42df2.jpg,O68884O68884
Iron Monger,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,X41807X41807
Iron Patriot,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,C69821C69821
Iron Patriot (James Rhodes),"U.S. Air Force pilot and Tony Stark's friend who has his own suit of Iron Man armor, nicknamed, ""War Machine.""",http://i.annihil.us/u/prod/marvel/i/mg/6/70/526035f38cd5d.jpg,J83801J83801
Ironclad,,http://i.annihil.us/u/prod/marvel/i/mg/5/90/4c0035ccf2128.jpg,K90270K90270
Ironheart (Riri Williams),,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,O30151O30151
Isaiah Bradley,Isaiah Bradley was an African-American solider that was turned into a super-soldier by Project: Rebirth and grandfather of the Patriot.,http://i.annihil.us/u/prod/marvel/i/mg/b/f0/4ce5a8a61b18a.jpg,R54672R54672
J. Jonah Jameson,,http://i.annihil.us/u/prod/marvel/i/mg/b/d0/5269582835689.jpg,H37056H37056
Jack Flag,,http://i.annihil.us/u/prod/marvel/i/mg/6/50/4c003787cd7e1.jpg,H41204H41204
Jack Murdock,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,M96008M96008
Jack O' Lantern,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,Z56935Z56935
Jack Power,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,Y40619Y40619
Jackal,,http://i.annihil.us/u/prod/marvel/i/mg/f/e0/4c002e7012876.jpg,X72334X72334
Jackpot,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,F46308F46308
James Buchanan Barnes,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,I32194I32194
James Howlett,,http://i.annihil.us/u/prod/marvel/i/mg/3/10/4c00374780cc6.jpg,Z42028Z42028
Jamie Braddock,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,J27569J27569
Jane Foster,,http://i.annihil.us/u/prod/marvel/i/mg/b/90/4ce5a22b0d5f1.jpg,Y37569Y37569
"Janus, the Nega-Man",,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,F76251F76251
Jasper Sitwell,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,C70957C70957
Jazinda,,http://i.annihil.us/u/prod/marvel/i/mg/b/00/4c002e3dbc0b3.jpg,J18559J18559
Jean Grey,,http://i.annihil.us/u/prod/marvel/i/mg/f/30/4bc654cf9d0ac.jpg,J37765J37765
Jean Grey,,http://i.annihil.us/u/prod/marvel/i/mg/f/d0/528d3412090b4.jpg,D82941D82941
Jean Grey (Ultimate),,http://i.annihil.us/u/prod/marvel/i/mg/f/b0/53176f424c100.jpg,F40536F40536
Jennifer Smith,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,Y93845Y93845
Jeryn Hogarth,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,J26434J26434
Jessica Drew,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,J43984J43984
Jessica Jones,,http://i.annihil.us/u/prod/marvel/i/mg/d/00/5390e41260345.jpg,T99447T99447
Jetstream,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,W24218W24218
Jigsaw,,http://i.annihil.us/u/prod/marvel/i/mg/6/30/4ce188192a0b6.jpg,A48413A48413
Jimmy Woo,Jimmy Woo is a former FBI and SHIELD agent from the '50s who now leads the Agents of Atlas in the present.,http://i.annihil.us/u/prod/marvel/i/mg/8/30/4c0030a8ec05b.jpg,C16378C16378
Joan the Mouse,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,B26467B26467
Jocasta,,http://i.annihil.us/u/prod/marvel/i/mg/8/a0/4c003eac7419a.jpg,C82241C82241
John Farson,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,P92778P92778
John Jameson,,http://i.annihil.us/u/prod/marvel/i/mg/6/90/4c7c641e86d14.jpg,Z16377Z16377
John Porter,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,R36483R36483
John Wraith,"A mutant with teleportation powers, Wraith served with Wolverine, Sabretooth, Maverick and Silver Fox in Team X, a covert operations unit formed by Weapon X.",http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,Y38991Y38991
Johnny Blaze,,http://i.annihil.us/u/prod/marvel/i/mg/5/50/4c003442a3ea6.jpg,Y84715Y84715
Johnny Storm,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,V56771V56771
Joseph,,http://i.annihil.us/u/prod/marvel/i/mg/1/00/5260339868b8c.jpg,S97520S97520
Joshua Kane,,http://i.annihil.us/u/prod/marvel/i/mg/5/70/4c003423be2c7.jpg,P23634P23634
Josiah X,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,O89390O89390
Joystick,,http://i.annihil.us/u/prod/marvel/i/mg/5/f0/4c0032437ece7.jpg,H38272H38272
Jubilee,,http://i.annihil.us/u/prod/marvel/i/mg/6/c0/4e7a2148b6e59.jpg,R98710R98710
Jubilee (Age of Apocalypse),,http://i.annihil.us/u/prod/marvel/i/mg/4/03/53616326ca627.jpg,L36503L36503
Juggernaut,,http://i.annihil.us/u/prod/marvel/i/mg/5/c0/528d340442cca.jpg,N45988N45988
Jule Carpenter,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,V25245V25245
Julian Keller,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,M34233M34233
Junta,,http://i.annihil.us/u/prod/marvel/i/mg/6/20/4c002e5a298b8.jpg,C34756C34756
Justice,,http://i.annihil.us/u/prod/marvel/i/mg/6/90/4c0037678b4ff.jpg,A23670A23670
Justin Hammer,,http://i.annihil.us/u/prod/marvel/i/mg/e/e0/4ce18ab1be1f6.jpg,V73316V73316
Ka-Zar,,http://i.annihil.us/u/prod/marvel/i/mg/9/40/4dcc503738d3d.jpg,L38684L38684
Kabuki,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,S44116S44116
Kang,,http://i.annihil.us/u/prod/marvel/i/mg/4/30/52695ed19538d.jpg,P32690P32690
Karen O'Malley,,http://i.annihil.us/u/prod/marvel/i/mg/9/b0/4cd05c8be4587.jpg,Y58754Y58754
Karen Page,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,Z25235Z25235
Karma,,http://i.annihil.us/u/prod/marvel/i/mg/5/00/50febe78aacca.jpg,M57007M57007
Karnak,,http://i.annihil.us/u/prod/marvel/i/mg/9/c0/52740e5d96fcc.jpg,D71366D71366
Karolina Dean ,,http://i.annihil.us/u/prod/marvel/i/mg/d/50/4c00377435871.jpg,J12004J12004
Kat Farrell,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,E81346E81346
Kate Bishop,,http://i.annihil.us/u/prod/marvel/i/mg/6/60/4c0035f5b8c95.jpg,M45526M45526
Katie Power,,http://i.annihil.us/u/prod/marvel/i/mg/c/90/4ce5a5bf6b872.jpg,C51785C51785
Ken Ellis,"Former Daily Bugle and current DB! reporter Ken Ellis first made a splash during the public debut of Ben Reilly as the Scarlet Spider, providing the new costumed hero with his name following a pitched battle with Venom.",http://i.annihil.us/u/prod/marvel/i/mg/5/80/4c002e50c1a87.jpg,B20777B20777
Khan,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,H33499H33499
Kid Colt,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,S81772S81772
Killer Shrike,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,V55040V55040
Killmonger,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,P66067P66067
Killraven,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,N75574N75574
King Bedlam,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,M95893M95893
King Cobra,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,W98219W98219
Kingpin,,http://i.annihil.us/u/prod/marvel/i/mg/9/60/526034fb5aff7.jpg,S68031S68031
Kinsey Walden,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,V98318V98318
Kitty Pryde,,http://i.annihil.us/u/prod/marvel/i/mg/4/03/5261677b30b64.jpg,M64903M64903
Kitty Pryde (X-Men: Battle of the Atom),,http://i.annihil.us/u/prod/marvel/i/mg/b/60/52d72adad132a.jpg,I65964I65964
Klaw,,http://i.annihil.us/u/prod/marvel/i/mg/9/20/526034e1c6ede.jpg,U46388U46388
Komodo (Melati Kusuma),,http://i.annihil.us/u/prod/marvel/i/mg/a/30/535ff55a6d8f6.jpg,P46339P46339
Korath,,http://i.annihil.us/u/prod/marvel/i/mg/8/a0/4c002f7453eaa.jpg,I79545I79545
Korg,,http://i.annihil.us/u/prod/marvel/i/mg/3/70/5269581a55d0c.jpg,D83740D83740
Korvac,,http://i.annihil.us/u/prod/marvel/i/mg/6/00/4ce5a6396201b.jpg,E80970E80970
Krakoa,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,T63952T63952
Kraven the Hunter,,http://i.annihil.us/u/prod/marvel/i/mg/f/e0/527410063de71.jpg,N17539N17539
Kree,,http://i.annihil.us/u/prod/marvel/i/mg/8/50/53a0b4b5c40f1.jpg,G37530G37530
Krista Starr,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,J51950J51950
Kronos,,http://i.annihil.us/u/prod/marvel/i/mg/9/90/4c7c623c74db8.jpg,P15601P15601
Kulan Gath,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,K39639K39639
